,Punk,Rarity,Genre,Skin,Traits,Owned_by
9094,CryptoPunk #9094,"7,103",Male,Mid-skinned,"['Earring', 'EyeMask', 'PeakSpike', 'ShadowBeard']",0xBcE3BD
9095,CryptoPunk #9095,"5,406",Female,Light-skinned,"['FrumpyHair', 'PurpleEyeShadow']",0x83506d
9096,CryptoPunk #9096,"2,910",Male,Light-skinned,"['BigShades', 'Goat', 'SilverChain', 'WildHair']",0x6611fE
9097,CryptoPunk #9097,"3,297",Male,Light-skinned,"['Earring', 'NerdGlasses', 'Smile', 'Vape', 'WildHair']",0x449c69
9098,CryptoPunk #9098,"2,620",Male,Albino-skinned,"['ClownHairGreen', 'RegularShades']",0x6611fE
9099,CryptoPunk #9099,"6,640",Male,Light-skinned,"['Cigarette', 'CrazyHair', 'Earring', 'Mustache']",0xB0dAfc
9100,CryptoPunk #9100,"4,870",Male,Dark-skinned,"['EyePatch', 'Hoodie', 'NormalBeardBlack']",0x0B88fd
9101,CryptoPunk #9101,"9,938",Male,Mid-skinned,"['Bandana', 'Cigarette', 'Earring', 'NerdGlasses']",0xE0719a
9102,CryptoPunk #9102,"2,568",Female,Light-skinned,"['ClownEyesGreen', 'ClownHairGreen', 'PurpleLipstick']",0xb70c1a
9103,CryptoPunk #9103,"6,689",Male,Mid-skinned,"['Mohawk', 'Mustache']",0x1fdf89
9104,CryptoPunk #9104,"4,808",Male,Light-skinned,"['Handlebars', 'Hoodie', 'VR']",0x0d2983
9105,CryptoPunk #9105,"2,875",Female,Light-skinned,"['ClownNose', 'MohawkDark', 'SilverChain']",0xa25803
9106,CryptoPunk #9106,"6,095",Male,Mid-skinned,"['Cigarette', 'FrontBeard', 'RegularShades', 'StringyHair']",0x0a1036
9107,CryptoPunk #9107,"4,163",Female,Light-skinned,"['BlackLipstick', 'ClownNose', 'MohawkDark']",0x41dd2C
9108,CryptoPunk #9108,"6,746",Male,Dark-skinned,"['Earring', 'NormalBeardBlack', 'ShavedHead']",0x3124Dc
9109,CryptoPunk #9109,"1,693",Female,Light-skinned,"['BlackLipstick', 'Earring', 'WildBlonde']",0x407f0c
9110,CryptoPunk #9110,"5,242",Male,Mid-skinned,"['Earring', 'Frown', 'Mohawk', 'Muttonchops']",0x6ABc0b
9111,CryptoPunk #9111,"8,899",Female,Mid-skinned,"['BigShades', 'KnittedCap']",0x6E30a4
9112,CryptoPunk #9112,386,Male,Light-skinned,"['BuckTeeth', 'MohawkDark', 'ShadowBeard']",0xCC7C33
9113,CryptoPunk #9113,"5,308",Male,Albino-skinned,"['Cigarette', 'Frown', 'FrumpyHair', 'ShadowBeard']",0x536C73
9114,CryptoPunk #9114,"9,439",Male,Light-skinned,"['Earring', 'FrumpyHair', 'Mole']",0x968b61
9115,CryptoPunk #9115,"6,337",Male,Mid-skinned,"['DGlasses', 'MohawkThin', 'Muttonchops']",0x6611fE
9116,CryptoPunk #9116,"6,325",Male,Dark-skinned,"['Do-rag', 'LuxuriousBeard']",0xa25803
9117,CryptoPunk #9117,"6,849",Male,Light-skinned,"['Earring', 'MohawkThin', 'NormalBeardBlack']",0x50664e
9118,CryptoPunk #9118,"3,243",Male,Mid-skinned,"['PurpleHair', 'RegularShades']",0x4084dF
9119,CryptoPunk #9119,"7,473",Male,Albino-skinned,"['ClassicShades', 'Do-rag', 'ShadowBeard']",0x254459
9120,CryptoPunk #9120,"3,647",Female,Light-skinned,"['Pipe', 'PurpleLipstick', 'TassleHat']",0xa25803
9121,CryptoPunk #9121,"4,740",Male,Light-skinned,"['CapForward', 'Earring', 'NerdGlasses', 'ShadowBeard']",0xe268CB
9122,CryptoPunk #9122,"6,294",Male,Mid-skinned,"['EyeMask', 'FrumpyHair', 'LuxuriousBeard']",0xa25803
9123,CryptoPunk #9123,"9,341",Male,Dark-skinned,"['EyePatch', 'FrumpyHair', 'ShadowBeard']",0xD80F31
9124,CryptoPunk #9124,"2,911",Male,Dark-skinned,"['ClassicShades', 'ShadowBeard', 'ShavedHead', 'SilverChain']",0x5ed4E5
9125,CryptoPunk #9125,"1,496",Female,Mid-skinned,"['BigShades', 'ClownNose', 'WildBlonde']",0x304288
9126,CryptoPunk #9126,"8,403",Female,Mid-skinned,"['ClownEyesGreen', 'Earring', 'FrumpyHair', 'PurpleLipstick', 'HiddenEarring']",0x6f3c65
9127,CryptoPunk #9127,"9,720",Female,Dark-skinned,"['Cigarette', 'Earring', 'MessyHair']",0x407f0c
9128,CryptoPunk #9128,"7,047",Male,Mid-skinned,"['ClassicShades', 'Earring', 'NormalBeard', 'WildHair']",0xa25803
9129,CryptoPunk #9129,71,Male,Light-skinned,"['Beanie', 'EyePatch', 'Muttonchops']",0x062C54
9130,CryptoPunk #9130,"3,118",Male,Dark-skinned,"['FrontBeard', 'PurpleHair', 'Smile', 'HiddenSmile']",0xC272Ed
9131,CryptoPunk #9131,"8,791",Female,Light-skinned,"['BlackLipstick', 'CrazyHair', 'Earring']",0x5b098b
9132,CryptoPunk #9132,"9,312",Male,Dark-skinned,"['Cigarette', 'Earring', 'Mohawk']",0x8fA20d
9133,CryptoPunk #9133,794,Male,Dark-skinned,"['ClownEyesGreen', 'LuxuriousBeard', 'TopHat']",0xCffC33
9134,CryptoPunk #9134,"9,077",Female,Light-skinned,"['EyePatch', 'Mohawk', 'PurpleLipstick']",0xd5b171
9135,CryptoPunk #9135,"6,126",Male,Albino-skinned,"['Chinstrap', 'Do-rag', 'SmallShades']",0xaBF16c
9136,CryptoPunk #9136,"2,443",Female,Light-skinned,"['GoldChain', 'PurpleLipstick', 'StraightHairDark']",0x1C0511
9137,CryptoPunk #9137,"4,837",Male,Dark-skinned,"['DGlasses', 'Hoodie', 'LuxuriousBeard']",0x8F6b1e
9138,CryptoPunk #9138,"5,530",Male,Dark-skinned,"['BigShades', 'Handlebars', 'Headband']",0x6611fE
9139,CryptoPunk #9139,"9,015",Male,Mid-skinned,"['Earring', 'MohawkDark', 'Mole', 'NerdGlasses']",0x449c69
9140,CryptoPunk #9140,"6,544",Male,Dark-skinned,"['LuxuriousBeard', 'StringyHair']",0xB88F61
9141,CryptoPunk #9141,"6,196",Male,Light-skinned,"['Chinstrap', 'CrazyHair']",0x84D34f
9142,CryptoPunk #9142,"7,343",Male,Dark-skinned,"['ClassicShades', 'Earring', 'Goat', 'MessyHair']",0x6fd159
9143,CryptoPunk #9143,"2,112",Male,Dark-skinned,"['Earring', 'Goat', 'VampireHair']",0xFD3b95
9144,CryptoPunk #9144,"7,310",Male,Light-skinned,"['BigShades', 'Goat', 'Mohawk']",0xD6EF9b
9145,CryptoPunk #9145,"1,017",Female,Light-skinned,['RosyCheeks'],0x8Dbbca
9146,CryptoPunk #9146,"5,155",Male,Light-skinned,"['EyePatch', 'FrontBeardDark', 'StringyHair']",0x269616
9147,CryptoPunk #9147,"2,283",Female,Dark-skinned,"['BlondeBob', 'HornedRimGlasses', 'HotLipstick', 'Mole']",0x26f744
9148,CryptoPunk #9148,"3,556",Female,Mid-skinned,"['MedicalMask', 'MohawkDark']",0xa25803
9149,CryptoPunk #9149,"1,231",Female,Mid-skinned,"['Cigarette', 'PurpleEyeShadow', 'WildWhiteHair']",0xDC546f
9150,CryptoPunk #9150,"1,837",Male,Dark-skinned,"['BigBeard', 'CrazyHair']",0xC20e57
9151,CryptoPunk #9151,299,Female,Dark-skinned,"['BlackLipstick', 'OrangeSide']",0x407f0c
9152,CryptoPunk #9152,"3,086",Female,Light-skinned,"['BlackLipstick', 'Cigarette', 'DarkHair']",0x830cc1
9153,CryptoPunk #9153,"5,345",Female,Mid-skinned,"['Cap', 'PurpleEyeShadow']",0x6ABc0b
9154,CryptoPunk #9154,"6,219",Male,Albino-skinned,"['Chinstrap', 'MohawkThin']",0xa25803
9155,CryptoPunk #9155,"6,936",Male,Light-skinned,"['NerdGlasses', 'NormalBeard', 'PeakSpike']",0x151Dcb
9156,CryptoPunk #9156,"4,592",Male,Light-skinned,"['CapForward', 'Frown', 'HornedRimGlasses', 'NormalBeardBlack', 'HiddenFrown']",0xC272Ed
9157,CryptoPunk #9157,"9,738",Male,Dark-skinned,"['Earring', 'EyePatch', 'ShadowBeard', 'StringyHair']",0x5efdB6
9158,CryptoPunk #9158,"3,833",Male,Light-skinned,"['BigShades', 'Fedora', 'Goat']",0xb9Fddb
9159,CryptoPunk #9159,"4,965",Male,Mid-skinned,"['Hoodie', 'NerdGlasses', 'ShadowBeard']",0x906E55
9160,CryptoPunk #9160,149,Female,Mid-skinned,"['BlackLipstick', 'MedicalMask', 'PilotHelmet', 'HiddenLipstick']",0x2E5CcF
9161,CryptoPunk #9161,"7,071",Male,Light-skinned,"['Bandana', 'NormalBeard', 'RegularShades']",0xB88F61
9162,CryptoPunk #9162,"1,015",Male,Light-skinned,"['Cigarette', 'FrontBeardDark', 'RosyCheeks']",0x9dFc5A
9163,CryptoPunk #9163,"9,936",Female,Mid-skinned,"['Bandana', 'BlackLipstick', 'Earring', 'NerdGlasses']",0x0F045a
9164,CryptoPunk #9164,"9,704",Female,Albino-skinned,"['Earring', 'MessyHair', 'PurpleLipstick']",0x517Fe8
9165,CryptoPunk #9165,"9,378",Male,Albino-skinned,"['Cigarette', 'FrumpyHair', 'RegularShades']",0xCffC33
9166,CryptoPunk #9166,"3,927",Male,Mid-skinned,"['Frown', 'NerdGlasses', 'PoliceCap']",0xa25803
9167,CryptoPunk #9167,"1,227",Female,Dark-skinned,"['BlackLipstick', 'PurpleEyeShadow', 'WildWhiteHair']",0x9674ED
9168,CryptoPunk #9168,"4,290",Male,Dark-skinned,"['KnittedCap', 'Muttonchops', 'Smile', 'VR']",0x0E9AED
9169,CryptoPunk #9169,"6,354",Male,Mid-skinned,"['DGlasses', 'PeakSpike']",0x2f2f23
9170,CryptoPunk #9170,"1,409",Male,Mid-skinned,"['CowboyHat', 'NormalBeard', 'RegularShades']",0x9674ED
9171,CryptoPunk #9171,"5,994",Male,Mid-skinned,"['Cap', 'FrontBeard', 'NerdGlasses']",0xF12D70
9172,CryptoPunk #9172,"3,878",Male,Dark-skinned,"['Fedora', 'NerdGlasses', 'ShadowBeard']",0xa25803
9173,CryptoPunk #9173,"7,251",Male,Albino-skinned,"['Cap', 'ClassicShades', 'Goat']",0x28996b
9174,CryptoPunk #9174,"5,160",Male,Albino-skinned,"['FrontBeardDark', 'StringyHair']",0xd880e1
9175,CryptoPunk #9175,"2,505",Male,Dark-skinned,"['ClownHairGreen', 'Goat', 'Vape']",0x303052
9176,CryptoPunk #9176,"5,095",Male,Mid-skinned,"['CrazyHair', 'FrontBeardDark']",0x076d14
9177,CryptoPunk #9177,"1,952",Female,Mid-skinned,"['HalfShaved', 'HotLipstick', 'PurpleEyeShadow']",0xc22E7D
9178,CryptoPunk #9178,"4,424",Male,Mid-skinned,"['Cigarette', 'Earring', 'FrontBeard', 'NerdGlasses']",0x718F33
9179,CryptoPunk #9179,"6,846",Male,Mid-skinned,"['Cigarette', 'Mohawk', 'NormalBeardBlack']",0xCa11d1
9180,CryptoPunk #9180,"6,551",Male,Mid-skinned,"['Bandana', 'BigShades', 'Earring', 'LuxuriousBeard']",0x81facc
9181,CryptoPunk #9181,"8,177",Female,Mid-skinned,"['BigShades', 'BlackLipstick', 'Cap']",0xfAB9B8
9182,CryptoPunk #9182,"9,925",Female,Mid-skinned,"['Bandana', 'Earring', 'HornedRimGlasses']",0x94de7E
9183,CryptoPunk #9183,"2,200",Female,Dark-skinned,"['BlackLipstick', 'ClownEyesBlue', 'RedMohawk']",0x530afa
9184,CryptoPunk #9184,"6,525",Male,Dark-skinned,"['Cigarette', 'LuxuriousBeard', 'MessyHair']",0xa25803
9185,CryptoPunk #9185,"3,186",Male,Albino-skinned,"['NormalBeard', 'PurpleHair']",0x69021A
9186,CryptoPunk #9186,"8,903",Female,Albino-skinned,"['KnittedCap', 'NerdGlasses', 'PurpleLipstick']",0xF1ad94
9187,CryptoPunk #9187,"7,318",Male,Light-skinned,"['Earring', 'Goat', 'MohawkThin']",0x25b606
9188,CryptoPunk #9188,"1,331",Female,Light-skinned,"['Cigarette', 'Earring', 'HotLipstick', 'WildWhiteHair', 'HiddenEarring']",0x37B468
9189,CryptoPunk #9189,"3,785",Male,Dark-skinned,"['Earring', 'Fedora', 'FrontBeard']",0x9E427E
9190,CryptoPunk #9190,"4,546",Male,Albino-skinned,"['Earring', 'SmallShades']",0x415424
9191,CryptoPunk #9191,"1,595",Female,Light-skinned,"['ClownEyesGreen', 'PurpleLipstick', 'WildBlonde']",0xCffc60
9192,CryptoPunk #9192,"4,294",Male,Dark-skinned,"['Mohawk', 'Muttonchops', 'Smile']",0x1919DB
9193,CryptoPunk #9193,"1,277",Female,Light-skinned,"['Cigarette', 'ClownEyesGreen', 'WildWhiteHair']",0x42f913
9194,CryptoPunk #9194,"3,733",Female,Albino-skinned,"['HotLipstick', 'TassleHat']",0x052564
9195,CryptoPunk #9195,"1,180",Female,Albino-skinned,"['BlondeShort', 'NerdGlasses']",0xFa5050
9196,CryptoPunk #9196,"8,351",Male,Light-skinned,"['ClownEyesGreen', 'CrazyHair']",0x26f744
9197,CryptoPunk #9197,"5,040",Male,Mid-skinned,"['FrontBeardDark', 'ShavedHead']",0xf0D699
9198,CryptoPunk #9198,"6,562",Male,Dark-skinned,"['DGlasses', 'Bandana']",0x2503E9
9199,CryptoPunk #9199,"5,841",Male,Light-skinned,"['Headband', 'Mustache', 'Vape']",0x51688C
9200,CryptoPunk #9200,"7,145",Female,Light-skinned,"['EyeMask', 'MohawkDark']",0x753b20
9201,CryptoPunk #9201,417,Female,Light-skinned,"['StraightHairBlonde', 'WeldingGoggles']",0x4c1147
9202,CryptoPunk #9202,"7,905",Male,Dark-skinned,"['BigShades', 'MessyHair', 'Pipe']",0xa25803
9203,CryptoPunk #9203,492,Zombie,Zombie-skinned,"['CapForward', 'ClownNose', 'Goat', 'Mole']",0x8Dbbca
9204,CryptoPunk #9204,"8,445",Male,Light-skinned,"['Cigarette', 'ClownEyesGreen', 'StringyHair']",0x4dA94e
9205,CryptoPunk #9205,"2,625",Female,Mid-skinned,"['BigShades', 'Earring', 'Mole', 'StraightHairDark', 'HiddenEarring']",0xCc7357
9206,CryptoPunk #9206,"5,502",Male,Light-skinned,"['EyePatch', 'Handlebars', 'Headband', 'Pipe']",0x0d93bc
9207,CryptoPunk #9207,"4,818",Male,Dark-skinned,"['Hoodie', 'NerdGlasses', 'ShadowBeard', 'Vape']",0x31a5Ff
9208,CryptoPunk #9208,"4,416",Male,Light-skinned,"['ShadowBeard', 'Vape']",0x0fef20
9209,CryptoPunk #9209,"6,540",Male,Dark-skinned,"['Cigarette', 'LuxuriousBeard', 'StringyHair']",0x26f744
9210,CryptoPunk #9210,"6,836",Male,Light-skinned,"['Earring', 'EyePatch', 'MohawkThin', 'NormalBeardBlack']",0x2C9F8C
9211,CryptoPunk #9211,"1,885",Female,Dark-skinned,"['BlackLipstick', 'ClownEyesBlue', 'HalfShaved', 'SilverChain']",0x3BE89b
9212,CryptoPunk #9212,"6,537",Male,Albino-skinned,"['Bandana', 'EyePatch', 'LuxuriousBeard']",0x415424
9213,CryptoPunk #9213,"3,031",Female,Dark-skinned,"['ClownEyesGreen', 'DarkHair', 'Earring', 'HotLipstick', 'HiddenEarring']",0x303052
9214,CryptoPunk #9214,811,Male,Light-skinned,"['EyeMask', 'TopHat']",0x1d28A7
9215,CryptoPunk #9215,"9,830",Female,Albino-skinned,"['Mole', 'PurpleLipstick', 'StringyHair']",0x577eBC
9216,CryptoPunk #9216,"1,902",Male,Mid-skinned,"['GoldChain', 'HornedRimGlasses', 'VampireHair']",0x076d14
9217,CryptoPunk #9217,"5,392",Female,Dark-skinned,"['Earring', 'MohawkThin', 'PurpleEyeShadow']",0x7A3960
9218,CryptoPunk #9218,"5,965",Male,Dark-skinned,"['EyePatch', 'FrontBeard', 'ShavedHead']",0x2ECBb9
9219,CryptoPunk #9219,"2,075",Male,Dark-skinned,"['DGlasses', 'VampireHair']",0x6301Ad
9220,CryptoPunk #9220,"3,155",Male,Mid-skinned,"['BigShades', 'Chinstrap', 'PurpleHair']",0x362B35
9221,CryptoPunk #9221,"8,969",Male,Mid-skinned,"['Cigarette', 'ClassicShades', 'MohawkDark']",0xa25803
9222,CryptoPunk #9222,"8,906",Male,Albino-skinned,"['KnittedCap', 'NerdGlasses']",0x007508
9223,CryptoPunk #9223,718,Female,Dark-skinned,"['PinkWithHat', 'PurpleLipstick', 'RegularShades']",0x52D855
9224,CryptoPunk #9224,"1,257",Female,Mid-skinned,"['Earring', 'Vape', 'WildWhiteHair', 'HiddenEarring']",0xA29066
9225,CryptoPunk #9225,"7,617",Male,Light-skinned,"['Bandana', 'Muttonchops', 'Pipe']",0xeB8140
9226,CryptoPunk #9226,"5,496",Male,Dark-skinned,"['BigShades', 'Handlebars', 'PeakSpike']",0xd3e2e7
9227,CryptoPunk #9227,"8,474",Male,Albino-skinned,"['ClownEyesBlue', 'Headband']",0x4084dF
9228,CryptoPunk #9228,"9,175",Female,Dark-skinned,"['BlackLipstick', 'HornedRimGlasses', 'Mohawk']",0x8bE6ad
9229,CryptoPunk #9229,"5,895",Female,Mid-skinned,"['ClassicShades', 'CrazyHair', 'Vape']",0x3dDE27
9230,CryptoPunk #9230,"3,644",Female,Albino-skinned,"['BlackLipstick', 'Pipe', 'TassleHat']",0xCC7C33
9231,CryptoPunk #9231,"6,714",Male,Light-skinned,"['Mustache', 'RegularShades', 'StringyHair']",0xB3E085
9232,CryptoPunk #9232,"3,901",Male,Dark-skinned,"['Cigarette', 'Fedora']",0xa25803
9233,CryptoPunk #9233,"8,462",Male,Light-skinned,"['Bandana', 'ClownEyesGreen', 'Earring']",0xCB1df6
9234,CryptoPunk #9234,"3,518",Male,Mid-skinned,"['KnittedCap', 'LuxuriousBeard', 'MedicalMask']",0x7f3560
9235,CryptoPunk #9235,"4,090",Male,Light-skinned,"['Cigarette', 'ClownNose', 'Hoodie', 'NormalBeardBlack']",0x5AB584
9236,CryptoPunk #9236,"8,974",Male,Light-skinned,"['ClassicShades', 'MohawkDark']",0x2E9CB2
9237,CryptoPunk #9237,288,Female,Mid-skinned,"['Cigarette', 'ClownEyesBlue', 'Earring', 'OrangeSide', 'HiddenEarring']",0x69021A
9238,CryptoPunk #9238,"7,533",Male,Mid-skinned,"['RegularShades', 'ShavedHead']",0xBA0c68
9239,CryptoPunk #9239,"5,541",Male,Mid-skinned,"['BigShades', 'CrazyHair', 'Handlebars']",0xc22E7D
9240,CryptoPunk #9240,302,Female,Dark-skinned,"['Mole', 'OrangeSide']",0x3432B4
9241,CryptoPunk #9241,"1,844",Male,Dark-skinned,"['BigBeard', 'Earring', 'MohawkDark', 'RegularShades']",0x31a5Ff
9242,CryptoPunk #9242,"5,200",Male,Light-skinned,"['Frown', 'KnittedCap', 'Mustache']",0x4e2a1B
9243,CryptoPunk #9243,"6,592",Male,Dark-skinned,"['Mole', 'Mustache', 'PeakSpike']",0x269616
9244,CryptoPunk #9244,"4,148",Female,Dark-skinned,"['ClownEyesGreen', 'ClownNose', 'HotLipstick', 'WildHair']",0xCffC33
9245,CryptoPunk #9245,"3,810",Male,Mid-skinned,"['Earring', 'Fedora', 'Mustache', 'NerdGlasses']",0x4EdAa8
9246,CryptoPunk #9246,"4,493",Male,Albino-skinned,['ClownEyesGreen'],0x8F6b1e
9247,CryptoPunk #9247,"2,766",Female,Light-skinned,"['EyeMask', 'PurpleLipstick', 'StraightHair']",0x9B4575
9248,CryptoPunk #9248,"8,018",Female,Light-skinned,"['Bandana', 'HotLipstick', 'VR']",0xE5545c
9249,CryptoPunk #9249,"4,743",Male,Mid-skinned,"['CapForward', 'Cigarette', 'ShadowBeard']",0x7A44D9
9250,CryptoPunk #9250,"5,599",Male,Mid-skinned,"['ClassicShades', 'Earring', 'Handlebars', 'MessyHair']",0x997bD6
9251,CryptoPunk #9251,"3,577",Male,Mid-skinned,"['MedicalMask', 'NerdGlasses', 'StringyHair']",0x69021A
9252,CryptoPunk #9252,"5,936",Male,Light-skinned,"['RegularShades', 'Vape', 'WildHair']",0xa4Ba53
9253,CryptoPunk #9253,"3,735",Female,Light-skinned,"['Earring', 'HotLipstick', 'TassleHat', 'HiddenEarring']",0x7A5Dbd
9254,CryptoPunk #9254,"2,589",Male,Light-skinned,"['ClownHairGreen', 'EyePatch', 'ShadowBeard']",0x0521a0
9255,CryptoPunk #9255,"6,834",Male,Light-skinned,"['MohawkDark', 'NormalBeardBlack']",0xBA19BA
9256,CryptoPunk #9256,"6,278",Male,Light-skinned,"['DGlasses', 'MohawkThin', 'Mustache']",0x005734
9257,CryptoPunk #9257,"4,554",Female,Dark-skinned,"['ClownEyesBlue', 'HotLipstick']",0xd6a984
9258,CryptoPunk #9258,433,Female,Mid-skinned,"['Cigarette', 'StraightHair', 'WeldingGoggles']",0x7d4823
9259,CryptoPunk #9259,"5,331",Male,Mid-skinned,"['Frown', 'StringyHair']",0x4bbb41
9260,CryptoPunk #9260,"7,642",Male,Dark-skinned,"['Cap', 'HornedRimGlasses', 'Muttonchops']",0xee7C71
9261,CryptoPunk #9261,"7,173",Female,Mid-skinned,"['EyeMask', 'FrumpyHair']",0x2d45db
9262,CryptoPunk #9262,"3,140",Male,Light-skinned,"['Earring', 'PurpleHair', 'SmallShades', 'Vape', 'HiddenEarring']",0xa25803
9263,CryptoPunk #9263,"7,469",Male,Light-skinned,"['Do-rag', 'EyePatch']",0x62E1D5
9264,CryptoPunk #9264,"4,084",Male,Mid-skinned,"['CapForward', 'ClownNose', 'ShadowBeard', 'VR']",0xFAf9f6
9265,CryptoPunk #9265,52,Ape,Ape-skinned,"['Bandana', 'BigShades']",0xCC7C33
9266,CryptoPunk #9266,"8,500",Male,Dark-skinned,"['ClownEyesBlue', 'MohawkDark', 'Mole', 'ShadowBeard']",0x231d68
9267,CryptoPunk #9267,"6,346",Male,Light-skinned,"['DGlasses', 'Earring', 'PeakSpike']",0x005734
9268,CryptoPunk #9268,932,Male,Light-skinned,"['Goat', 'ShavedHead', 'Spots']",0xcbEFa0
9269,CryptoPunk #9269,"9,951",Female,Light-skinned,"['Bandana', 'BlackLipstick', 'Earring']",0x5d89Cc
9270,CryptoPunk #9270,"9,792",Female,Albino-skinned,"['BigShades', 'BlackLipstick', 'Earring', 'StringyHair']",0xAE7721
9271,CryptoPunk #9271,"5,368",Female,Mid-skinned,"['Earring', 'HotLipstick', 'KnittedCap', 'PurpleEyeShadow']",0xA0BC78
9272,CryptoPunk #9272,"7,397",Male,Dark-skinned,"['ClownEyesGreen', 'Do-rag', 'Pipe']",0xc8F422
9273,CryptoPunk #9273,"6,019",Male,Light-skinned,"['ClassicShades', 'CrazyHair', 'FrontBeard']",0xa25803
9274,CryptoPunk #9274,"6,314",Male,Dark-skinned,"['LuxuriousBeard', 'NerdGlasses', 'ShavedHead']",0xEf8820
9275,CryptoPunk #9275,"4,043",Male,Mid-skinned,"['NerdGlasses', 'PoliceCap', 'ShadowBeard']",0x7ccd2E
9276,CryptoPunk #9276,"3,987",Male,Light-skinned,"['NormalBeard', 'Pipe', 'PoliceCap']",0xa25803
9277,CryptoPunk #9277,"6,270",Male,Mid-skinned,"['Bandana', 'Chinstrap']",0xd5b171
9278,CryptoPunk #9278,"1,725",Female,Albino-skinned,"['Earring', 'HotLipstick', 'StraightHairBlonde', 'HiddenEarring']",0x4084dF
9279,CryptoPunk #9279,"3,129",Male,Mid-skinned,"['Earring', 'Frown', 'PurpleHair', 'ShadowBeard', 'HiddenEarring']",0x00B278
9280,CryptoPunk #9280,31,Ape,Ape-skinned,"['DGlasses', 'CowboyHat']",0x6611fE
9281,CryptoPunk #9281,"5,118",Male,Light-skinned,"['ClassicShades', 'FrontBeardDark', 'Mohawk']",0x1D12d0
9282,CryptoPunk #9282,"1,760",Male,Mid-skinned,"['BigBeard', 'Fedora']",0x577eBC
9283,CryptoPunk #9283,"5,256",Male,Dark-skinned,"['Frown', 'Mohawk', 'VR']",0x2f2f23
9284,CryptoPunk #9284,"4,447",Male,Mid-skinned,"['NerdGlasses', 'NormalBeardBlack']",0x7A3960
9285,CryptoPunk #9285,"6,806",Male,Light-skinned,"['CrazyHair', 'NormalBeardBlack', 'RegularShades']",0x2f7f6F
9286,CryptoPunk #9286,"7,921",Female,Mid-skinned,"['Bandana', 'HotLipstick', 'Pipe']",0x9Fce8e
9287,CryptoPunk #9287,"9,595",Male,Dark-skinned,"['Earring', 'EyePatch', 'MessyHair', 'ShadowBeard']",0x729FcB
9288,CryptoPunk #9288,"7,897",Female,Mid-skinned,"['BlackLipstick', 'Earring', 'Pipe', 'WildHair', 'HiddenEarring']",0xa25803
9289,CryptoPunk #9289,"5,259",Male,Light-skinned,"['Cap', 'Cigarette', 'Frown', 'NerdGlasses']",0x7A3022
9290,CryptoPunk #9290,"2,541",Male,Mid-skinned,"['ClownHairGreen', 'Goat', 'Pipe', 'RegularShades']",0x062C54
9291,CryptoPunk #9291,388,Male,Dark-skinned,"['BuckTeeth', 'MohawkThin']",0x577eBC
9292,CryptoPunk #9292,971,Male,Mid-skinned,"['EyePatch', 'MessyHair', 'Spots']",Opensea
9293,CryptoPunk #9293,"5,575",Male,Dark-skinned,"['Cigarette', 'Handlebars', 'MohawkThin']",0x530afa
9294,CryptoPunk #9294,"4,065",Male,Albino-skinned,"['NerdGlasses', 'PoliceCap']",0xa25803
9295,CryptoPunk #9295,"2,546",Female,Albino-skinned,"['Mole', 'Pipe', 'StraightHairDark']",0x961d63
9296,CryptoPunk #9296,"7,248",Male,Dark-skinned,"['Goat', 'MessyHair', 'VR']",0xBA0c68
9297,CryptoPunk #9297,"5,505",Male,Dark-skinned,"['CrazyHair', 'Handlebars', 'VR']",0x8F6b1e
9298,CryptoPunk #9298,"2,294",Male,Albino-skinned,"['BigShades', 'Cigarette', 'VampireHair']",0xB0dAfc
9299,CryptoPunk #9299,"4,602",Male,Albino-skinned,"['CapForward', 'Handlebars']",0x51688C
9300,CryptoPunk #9300,"4,223",Male,Mid-skinned,"['CapForward', 'Smile']",0x51688C
9301,CryptoPunk #9301,"2,460",Female,Dark-skinned,"['BlackLipstick', 'PurpleEyeShadow', 'StraightHairDark']",0x24e267
9302,CryptoPunk #9302,"5,135",Male,Mid-skinned,"['Cigarette', 'FrontBeardDark', 'FrumpyHair', 'NerdGlasses']",0x26f744
9303,CryptoPunk #9303,"8,514",Female,Mid-skinned,"['ClownEyesBlue', 'MohawkDark']",0x269616
9304,CryptoPunk #9304,"9,695",Female,Dark-skinned,"['Earring', 'MessyHair', 'Mole']",0x778608
9305,CryptoPunk #9305,"5,109",Male,Light-skinned,"['Cigarette', 'FrontBeardDark', 'MohawkDark', 'Mole']",0x7c0B1F
9306,CryptoPunk #9306,"4,734",Male,Dark-skinned,"['CapForward', 'ClassicShades']",0xE5625a
9307,CryptoPunk #9307,"5,435",Female,Mid-skinned,"['Cigarette', 'PurpleEyeShadow', 'StringyHair']",0xddA77c
9308,CryptoPunk #9308,"2,308",Female,Light-skinned,"['BlondeBob', 'HornedRimGlasses']",0x062C54
9309,CryptoPunk #9309,"5,659",Female,Mid-skinned,"['BlackLipstick', 'BlueEyeShadow', 'Mohawk']",0xC352B5
9310,CryptoPunk #9310,"1,683",Female,Light-skinned,"['Cigarette', 'NerdGlasses', 'StraightHairBlonde']",0xfb9A27
9311,CryptoPunk #9311,706,Female,Dark-skinned,"['ClownEyesBlue', 'PinkWithHat', 'PurpleLipstick']",0x2e2E26
9312,CryptoPunk #9312,"8,430",Female,Light-skinned,"['ClownEyesGreen', 'HotLipstick', 'MessyHair']",0xEE4512
9313,CryptoPunk #9313,"7,187",Female,Mid-skinned,"['EyeMask', 'MessyHair']",0x810c32
